date,stipe,bulb,blade,ho_fa,single,group,subst,sub2,cosp1,cosp2,cosp3,notes
4/8/2018,11,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,1.5,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 1.5-96
4/8/2018,11.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,12.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,17.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,96,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,11.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,3.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 3.5-9.5
4/8/2018,4,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,9.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,9.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,4,nd,nd,nd,0,1,U,none,none,none,none,Cluster 4-10
4/8/2018,9,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,10,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,8,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,5.5,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 5.5-16.5
4/8/2018,16.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,10,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,5,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 5-13.5
4/8/2018,6.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,6.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,12.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,13.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,10,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,4,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 4-42
4/8/2018,7,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,11,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,14,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,42,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,27.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,3.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 3.5-20
4/8/2018,4.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,7.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,8,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,20,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,7.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,8,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 8-52
4/8/2018,20,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,26,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,52,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,34,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,2.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 2.5-15.5
4/8/2018,3,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,7,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,8,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,10,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,15.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,20,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,1,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 1-12.5
4/8/2018,2.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,2.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,3.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,4.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,5.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,5.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,6,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,6,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,7.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,8,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,8.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,9,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,9.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,12.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,24.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,5.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 5.5-42.5
4/8/2018,6,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,6.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,8.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,8.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,16,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,42.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,14.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,6,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,13,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,18.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,7,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,9,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,2,nd,nd,nd,0,1,U,none,none,none,none,Cluster 2-6.5
4/8/2018,5,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,6.5,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,15,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,8,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,8.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,7,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 7-71
4/8/2018,13,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,13.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,71,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,14,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,5.5,nd,nd,nd,0,1,U,none,none,none,none,Cluster 5.5-14.5
4/8/2018,9,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,9,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,14.5,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,7,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,5.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 5.5-10
4/8/2018,10,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,16,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,43.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,26.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,20.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,24,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,12.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,11,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,12.5,nd,nd,nd,1,0,Ls,none,none,none,none,
4/8/2018,22.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,15,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,11.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 11.5-16
4/8/2018,16,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,15.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,26.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,10,nd,nd,nd,1,0,Gs,none,none,none,none,
4/8/2018,13,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,12,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,14.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,8,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,17.5,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,14,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,10,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,14,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,10,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,7,nd,nd,nd,1,0,U,none,none,none,none,
4/8/2018,7.5,nd,nd,nd,1,0,Ba,none,none,none,none,
4/8/2018,5.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 5.5-25
4/8/2018,7.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,12,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,25,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,4.5,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 4.5-9.5
4/8/2018,9,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,9.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,8,nd,nd,nd,0,1,Ls,none,none,none,none,Custer 8-18
4/8/2018,8,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,12.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,18,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,2.5,nd,nd,nd,0,1,Ls,none,none,none,none,Custer 2.5-35.5
4/8/2018,3,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,3.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,3.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,4,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,7.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,8,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,35.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,4.5,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 4.5-82
4/8/2018,5.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,82,nd,nd,nd,0,1,Ba,none,none,none,none,
4/8/2018,3,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 3-18
4/8/2018,3,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,4,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,4.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,6.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,18,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,2,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 2-14
4/8/2018,2,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,3,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,3,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,3.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,6,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,7.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,8,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,10,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,14,nd,nd,nd,0,1,Ls,none,none,none,none,
4/8/2018,8,nd,nd,nd,0,1,U,none,none,none,none,Cluster 8-39
4/8/2018,9.5,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,10.5,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,14.5,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,17,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,39,nd,nd,nd,0,1,U,none,none,none,none,
4/8/2018,nd,nd,nd,2,1,0,nd,nd,nd,nd,nd,
4/8/2018,nd,nd,nd,2,1,0,nd,nd,nd,nd,nd,
4/8/2018,nd,nd,nd,1.5,1,0,nd,nd,nd,nd,nd,
4/8/2018,nd,nd,nd,2,1,0,nd,nd,nd,nd,nd,
4/8/2018,nd,nd,nd,1.5,1,0,nd,nd,nd,nd,nd,
4/8/2018,nd,nd,nd,1.5,1,0,nd,nd,nd,nd,nd,
4/11/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4/12/2018,5.5,nd,nd,nd,0,1,My,none,none,none,none,Cluster 5.5-51.5
4/12/2018,51.5,nd,nd,nd,0,1,My,none,none,none,none,
4/12/2018,5,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 5-12.5
4/12/2018,12.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/12/2018,12,nd,nd,nd,1,0,My,none,none,none,none,
4/12/2018,2,nd,nd,nd,0,1,U,none,Ls,none,none,Cluster 2-11
4/12/2018,4,nd,nd,nd,0,1,U,none,Ls,none,none,
4/12/2018,9.5,nd,nd,nd,0,1,U,none,Ls,none,none,
4/12/2018,11,nd,nd,nd,0,1,U,none,Ls,none,none,
4/12/2018,2,nd,nd,nd,0,1,U,none,none,none,none,Cluster 2-6
4/12/2018,6,nd,nd,nd,0,1,U,none,none,none,none,
4/12/2018,4,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 4-25.5
4/12/2018,4.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/12/2018,5.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/12/2018,6,nd,nd,nd,0,1,Ba,none,none,none,none,
4/12/2018,6.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/12/2018,6.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/12/2018,8.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/12/2018,25.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/12/2018,5.5,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 5.5-8.5
4/12/2018,8.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/12/2018,1,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 1-11
4/12/2018,1.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/12/2018,2,nd,nd,nd,0,1,Ls,none,none,none,none,
4/12/2018,2,nd,nd,nd,0,1,Ls,none,none,none,none,
4/12/2018,3.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/12/2018,4,nd,nd,nd,0,1,Ls,none,none,none,none,
4/12/2018,4,nd,nd,nd,0,1,Ls,none,none,none,none,
4/12/2018,4.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/12/2018,5.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/12/2018,11,nd,nd,nd,0,1,Ls,none,none,none,none,
4/12/2018,2,nd,nd,nd,0,1,My,none,none,none,none,Cluster 2-8
4/12/2018,8,nd,nd,nd,0,1,My,none,none,none,none,
4/12/2018,7,nd,nd,nd,1,0,U,none,none,none,none,
4/12/2018,6.5,nd,nd,nd,1,0,U,none,none,none,none,
4/12/2018,6.5,nd,nd,nd,1,0,U,none,none,none,none,
4/12/2018,9.5,nd,nd,nd,1,0,Hy,none,none,none,none,
4/12/2018,2,nd,nd,nd,0,1,My,none,none,none,none,Cluster 2-8
4/12/2018,4.5,nd,nd,nd,0,1,My,none,none,none,none,
4/12/2018,8,nd,nd,nd,0,1,My,none,none,none,none,
4/12/2018,7.5,nd,nd,nd,0,1,My,none,none,none,none,
4/12/2018,6.5,nd,nd,nd,0,1,My,none,none,none,none,
4/12/2018,5.5,nd,nd,nd,0,1,My,none,none,none,none,
4/12/2018,6.5,nd,nd,nd,1,0,U,none,none,none,none,
4/12/2018,7.5,nd,nd,nd,0,1,U,none,none,none,none,Cluster 7.5-8
4/12/2018,8,nd,nd,nd,0,1,U,none,none,none,none,
4/12/2018,6.5,nd,nd,nd,1,0,U,none,none,none,none,
4/12/2018,6.5,nd,nd,nd,1,0,Ba,none,none,none,none,
4/12/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/12/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/12/2018,nd,nd,nd,2,1,0,nd,nd,nd,nd,nd,
4/16/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4/17/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4/18/2018,7.5,nd,nd,nd,1,0,U,none,none,none,none,
4/19/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4/20/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4/22/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4/23/2018,26,nd,nd,nd,1,0,U,none,none,none,none,
4/23/2018,23,nd,nd,nd,0,1,U,none,none,none,none,Cluster 23-23
4/23/2018,23,nd,nd,nd,0,1,U,none,none,none,none,
4/23/2018,11.5,nd,nd,nd,1,0,U,none,none,none,none,
4/23/2018,6,nd,nd,nd,1,0,U,none,Ll,none,none,
4/23/2018,4.5,nd,nd,nd,1,0,U,none,none,none,none,
4/23/2018,7,nd,nd,nd,1,0,U,none,none,none,none,
4/24/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4/26/2018,13,nd,nd,nd,0,1,U,none,Am,none,none,Cluster 13-74
4/26/2018,48.5,nd,nd,nd,0,1,U,none,Am,none,none,
4/26/2018,74,nd,nd,nd,0,1,U,none,Am,none,none,
4/26/2018,15.5,nd,nd,nd,1,0,U,none,none,none,none,
4/26/2018,11,nd,nd,nd,1,0,U,none,none,none,none,
4/27/2018,none,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,
4/28/2018,40,nd,nd,nd,1,0,U,none,none,none,none,
4/28/2018,19.5,nd,nd,nd,1,0,U,none,none,none,none,
4/28/2018,12,nd,nd,nd,1,0,U,none,none,none,none,
4/28/2018,9,nd,nd,nd,1,0,U,none,none,none,none,
4/28/2018,11,nd,nd,nd,1,0,U,none,none,none,none,
4/28/2018,12.5,nd,nd,nd,1,0,U,none,none,none,none,
4/28/2018,6,nd,nd,nd,1,0,U,none,none,none,none,
4/29/2018,6,nd,nd,nd,1,0,U,none,none,none,none,
4/29/2018,18.5,nd,nd,nd,1,0,U,none,none,none,none,
4/29/2018,6.5,nd,nd,nd,1,0,U,none,none,none,none,
4/29/2018,7,nd,nd,nd,1,0,Ba,none,none,none,none,
4/29/2018,7.5,nd,nd,nd,1,0,My,Ba,Ls,Hy,none,
4/30/2018,12.5,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,10,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,3,nd,nd,nd,0,1,Ls,none,Ls,none,none,Cluster 3-19.5
4/30/2018,5.5,nd,nd,nd,0,1,Ls,none,Ls,none,none,
4/30/2018,19.5,nd,nd,nd,0,1,Ls,none,Ls,none,none,
4/30/2018,29,nd,nd,nd,0,1,U,none,none,none,none,Cluster 29-96
4/30/2018,96,nd,nd,nd,0,1,U,none,none,none,none,
4/30/2018,3.5,nd,nd,nd,0,1,U,none,Ls,none,none,Cluster 3.5-9
4/30/2018,4,nd,nd,nd,0,1,U,none,Ls,none,none,
4/30/2018,9,nd,nd,nd,0,1,U,none,Ls,none,none,
4/30/2018,11.5,nd,nd,nd,1,0,Ba,none,Ls,none,none,
4/30/2018,9.5,nd,nd,nd,1,0,Ls,none,none,none,none,
4/30/2018,13.5,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,6.5,nd,nd,nd,1,0,U,none,Ls,Dl,none,
4/30/2018,4.5,nd,nd,nd,0,1,Ba,none,none,none,none,Cluster 4.5-6.5
4/30/2018,6.5,nd,nd,nd,0,1,Ba,none,none,none,none,
4/30/2018,10.5,nd,nd,nd,0,1,U,none,Ls,Am,none,Cluster 10.5-21
4/30/2018,11,nd,nd,nd,0,1,U,none,Ls,Am,none,
4/30/2018,21,nd,nd,nd,0,1,U,none,Ls,Am,none,
4/30/2018,26,nd,nd,nd,1,0,Ls,none,none,none,none,
4/30/2018,0.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 0.5-6.5
4/30/2018,2,nd,nd,nd,0,1,Ls,none,none,none,none,
4/30/2018,6.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/30/2018,11,nd,nd,nd,0,1,U,none,Ls,none,none,Cluster 11-12
4/30/2018,12,nd,nd,nd,0,1,U,none,Ls,none,none,
4/30/2018,8.5,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,4.5,nd,nd,nd,0,1,U,none,none,none,none,Cluster 4.5-16
4/30/2018,16,nd,nd,nd,0,1,U,none,none,none,none,
4/30/2018,13.5,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,11.5,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,11.5,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,4.5,nd,nd,nd,0,1,My,none,none,none,none,Cluster 4.5-8
4/30/2018,6.5,nd,nd,nd,0,1,My,none,none,none,none,
4/30/2018,8,nd,nd,nd,0,1,MY,none,none,none,none,
4/30/2018,1.5,nd,nd,nd,0,1,U,none,none,none,none,Cluster 1.5-5
4/30/2018,5,nd,nd,nd,0,1,U,none,none,none,none,
4/30/2018,0.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 0.5-7.5
4/30/2018,1,nd,nd,nd,0,1,Ls,none,none,none,none,
4/30/2018,6.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/30/2018,7.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/30/2018,23.5,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,10,nd,nd,nd,1,0,Ba,none,none,none,none,
4/30/2018,8.5,nd,nd,nd,1,0,Ba,none,none,none,none,
4/30/2018,5,nd,nd,nd,1,0,Ba,none,none,none,none,
4/30/2018,7,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,4.5,nd,nd,nd,0,1,Ls,none,none,none,none,Cluster 4.5-5.5
4/30/2018,5.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/30/2018,5.5,nd,nd,nd,0,1,Ls,none,none,none,none,
4/30/2018,5,nd,nd,nd,0,1,U,none,Ls,none,none,Cluster 5-7.5
4/30/2018,7,nd,nd,nd,0,1,U,none,Ls,none,none,
4/30/2018,7.5,nd,nd,nd,0,1,U,none,Ls,none,none,
4/30/2018,8,nd,nd,nd,1,0,U,none,none,none,none,
4/30/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,2,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,4,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,4,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,4.5,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
4/30/2018,nd,nd,nd,3,1,0,nd,nd,nd,nd,nd,
5/1/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5/2/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5/3/2018,4.5,nd,nd,2.5,0,1,My,none,Ls,none,none,Cluster 4.5-11.5
5/3/2018,11.5,nd,nd,nd,0,1,My,none,Ls,none,none,
5/3/2018,8.5,nd,nd,3.5,1,0,My,none,none,none,none,
5/3/2018,11.5,nd,nd,nd,1,0,U,none,none,none,none,
5/3/2018,11.5,nd,nd,nd,1,0,U,none,none,none,none,
5/4/2018,8,nd,nd,nd,1,0,My,Ba,none,none,none,
5/4/2018,33.5,nd,nd,nd,1,0,U,none,none,none,none,
5/6/2018,8,nd,nd,nd,1,0,Ls,none,none,none,none,
5/6/2018,33,nd,nd,nd,1,0,U,none,none,none,none,
5/6/2018,5,nd,nd,nd,0,1,U,none,Ls,Dl,none,Cluster 5-52.5
5/6/2018,8,nd,nd,nd,0,1,U,none,Ls,Dl,none,
5/6/2018,10.5,nd,nd,nd,0,1,U,none,Ls,Dl,none,
5/6/2018,13,nd,nd,nd,0,1,U,none,Ls,Dl,none,
5/6/2018,15.5,nd,nd,nd,0,1,U,none,Ls,Dl,none,
5/6/2018,18,nd,nd,nd,0,1,U,none,Ls,Dl,none,
5/6/2018,32,nd,nd,nd,0,1,U,none,Ls,Dl,none,
5/6/2018,36,nd,nd,nd,0,1,U,none,Ls,Dl,none,
5/6/2018,52.5,nd,nd,nd,0,1,U,none,Ls,Dl,none,
5/7/2018,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5/8/2018,56.5,nd,nd,nd,1,0,U,none,none,none,none,
